text,label,category
ON SALE: Select Seasonal T-Shirts only $19.99! Limited time only! Save Now!,0,Urgency
LIMITED TIME OFFER!,0,Urgency
LIMITED TIME ONLY *on select models,0,Urgency
Limited Time Offer Limited Offer! 15% off on Naomi Home with Coupon 9N03. You pay $63.74,0,Urgency
Limited Time!,0,Urgency
Free Shipping. Limited Time Only. for orders over $50,0,Urgency
Limited time - Free Shipping on all orders*,0,Urgency
Limited Time Offer!,0,Urgency
25% OFF SELECTED JACKETS Limited Time,0,Urgency
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING OVER $80 HURRY! LIMITED TIME ONLY,0,Urgency
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING ON ALL ORDERS OVER $80 ,0,Urgency
On Sale! Limited Time Offer!,0,Urgency
SAVE $300.00\nfor limited time,0,Urgency
"Now 20% off, hurry limited time offer!",0,Urgency
Site Wide Savings for the Entire Family! Pricing is off Rogan's Shoes every day Low Prices! Prices are already reflected on the site. Limited time only! Restrictions apply. Online Only.,0,Urgency
LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW,0,Urgency
Limited time offer.,0,Urgency
Hot Offer. Limited Time,0,Urgency
LIMITED TIME OFFER,0,Urgency
LAYAWAY SALE WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY,0,Urgency
"Limited time only: FREE SHIPPING on all orders, no minimum required!",0,Urgency
20% OFF VALENTINE\u2019S DAY FAVOURITES * | LIMITED TIME ONLY,0,Urgency
Limited Time Only Â· Online Only,0,Urgency
LIMITED TIME ONLY 10 OFF 50 SPEND NEW CUSTOMERS ONLY - TERMS & CONDITIONS APPLY,0,Urgency
Limited Time Only! 20% Off,0,Urgency
"Free Upgrade, Limited Time!\n*DISH Install Not Available*",0,Urgency
"Rs 4,013 (Retail Discount) + Rs 2,997 (Limited Time Coupon)",0,Urgency
SAVE TODAY: Save 20% on lighting by Le Klint. Limited time only.,0,Urgency
Only 2 units left in stock,0,Scarcity
Low Stock â€“ Selling Fast,0,Scarcity
Only 1 left in stock,0,Scarcity
Limited Stock,0,Scarcity
ONLY 4 LEFT IN STOCK,0,Scarcity
Only 1 left,0,Scarcity
4 items left,0,Scarcity
Only 1 left,0,Scarcity
Only 2 left in stock,0,Scarcity
Only 2 left in stock,0,Scarcity
Low In Stock Today,0,Scarcity
Only 1 left in stock,0,Scarcity
ONLY 3 LEFT IN STOCK.,0,Scarcity
Only 9 items left!,0,Scarcity
Only 4 left in stock,0,Scarcity
"894 Claimed! Hurry, only a few left!",0,Scarcity
Only 1 unit left in stock,0,Scarcity
ONLY 1 LEFT! GET IT NOW!,0,Scarcity
Limited Stock,0,Scarcity
We have 1 left in stock,0,Scarcity
Only 1 left!,0,Scarcity
Only 15 left in stock,0,Scarcity
Only 8 left in stock,0,Scarcity
Only 3 left in stock,0,Scarcity
Only 14 left in stock,0,Scarcity
Only 1 items left,0,Scarcity
89% offers claimed. Hurry up!,0,Scarcity
ONLY 4 LEFT!,0,Scarcity
HURRY! ONLY 19 LEFT IN STOCK.,0,Scarcity
Only 1 left,0,Scarcity
Only 1 left in stock,0,Scarcity
"Order now, only 2 left in stock!",0,Scarcity
Only 1 left in stock,0,Scarcity
70% offers claimed. Hurry up!,0,Scarcity
Low in stock: only 1 left.,0,Scarcity
96 ITEM(S) LEFT IN STOCK!,0,Scarcity
2 left in stock,0,Scarcity
"Hurry, only 3 left!",0,Scarcity
Only 1 left in stock!,0,Scarcity
Less than 10 left in stock,0,Scarcity
Availability: Low in stock today,0,Scarcity
Limited Quantity,0,Scarcity
Limited stock!,0,Scarcity
HURRY! Only a few left in stock!,0,Scarcity
80% offers claimed. Hurry up!,0,Scarcity
Only 1 left,0,Scarcity
70% offers claimed. Hurry up!,0,Scarcity
Only 1 left in stock,0,Scarcity
Only 11 left!,0,Scarcity
Only 1 left!,0,Scarcity
Only 14 left!,0,Scarcity
Only 14 left!,0,Scarcity
Pre-order 3 left,0,Scarcity
Only 6 left,0,Scarcity
70% offers claimed. Hurry up!,0,Scarcity
Only 32 left in stock,0,Scarcity
Only few items left in stock,0,Scarcity
Only 2 left,0,Scarcity
ONLY 1 LEFT IN STOCK!,0,Scarcity
Only 2 left in stock,0,Scarcity
Only 2 units left!,0,Scarcity
ONLY 7 LEFT!,0,Scarcity
Only 1 Left in this Size!,0,Scarcity
There is only one product left!,0,Scarcity
Limited Stock!,0,Scarcity
Only 2 units left in stock,0,Scarcity
Low in stock: only 1 left.,0,Scarcity
Only 69 left!,0,Scarcity
HURRY! ONLY 2 LEFT IN STOCK!,0,Scarcity
83% offers claimed. Hurry up!,0,Scarcity
ONLY 4 LEFT!,0,Scarcity
Only 1 left In Stock,0,Scarcity
Only 8 left,0,Scarcity
Only 4 left at this price,0,Scarcity
Only 1 unit left in stock,0,Scarcity
90% offers claimed. Hurry up!,0,Scarcity
Only 1 Left in Stock!,0,Scarcity
Only 4 copies left,0,Scarcity
Low in stock: only 1 left.,0,Scarcity
Status:Only 3 left in stock,0,Scarcity
87% offers claimed. Hurry up!,0,Scarcity
Only 1 left,0,Scarcity
9 items left,0,Scarcity
70% offers claimed. Hurry up!,0,Scarcity
6 items left! Order soon.,0,Scarcity
Only 1 left in stock!,0,Scarcity
HURRY ONLY 9 LEFT IN STOCK!,0,Scarcity
Only 1 left in stock - Order soon,0,Scarcity
*Only 2 left in stock. Don't miss out!,0,Scarcity
Only 2 left in stock,0,Scarcity
Limited stock!,0,Scarcity
Only 3 left!,0,Scarcity
Only one item left in stock!,0,Scarcity
Only 1 item left,0,Scarcity
Only one item left in stock!,0,Scarcity
Only one item left in stock!,0,Scarcity
Only 8 items left in stock!,0,Scarcity
Only 82 left in stock!,0,Scarcity
Only 4 left in stock,0,Scarcity
Only 1 left in stock! Get in quick!,0,Scarcity
LESS THAN 5 LEFT!,0,Scarcity
1 LEFT,0,Scarcity
3 items left,0,Scarcity
Only 1 left!,0,Scarcity
Only 1 Left,0,Scarcity
Only 3 left in stock,0,Scarcity
Only 9 Left!,0,Scarcity
Only 14 left,0,Scarcity
1 left at this price,0,Scarcity
Only 3 left!,0,Scarcity
23% left in stock!,0,Scarcity
ONLY 1 LEFT! GET IT NOW!,0,Scarcity
83% offers claimed. Hurry up!,0,Scarcity
Only 5 left in stock,0,Scarcity
Only 1 left,0,Scarcity
Only 3 left,0,Scarcity
Only 1 left in stock,0,Scarcity
Only 1 left!,0,Scarcity
Only 2 left!,0,Scarcity
Only 1 Left!,0,Scarcity
Only 1 Left!,0,Scarcity
Only 34 Left!,0,Scarcity
70% offers claimed. Hurry up!,0,Scarcity
LOW IN STOCK!! GET YOURS NOW,0,Scarcity
74% offers claimed. Hurry up!,0,Scarcity
Only 5 left in stock,0,Scarcity
1 LEFT IN THIS SIZE,0,Scarcity
ONLY 3 LEFT! GET IT NOW!,0,Scarcity
1 item left,0,Scarcity
Please note all products are made in limited quantities and we rarely restock - checkout now so you don't miss out!,0,Scarcity
"Hurry, only 1 left!",0,Scarcity
Hurry! Only 2 left,0,Scarcity
"HURRY, THERE ARE ONLY 9 ITEM(S) LEFT!",0,Scarcity
Hurry! Only 1 left in stock,0,Scarcity
Only 1 left in online stock,0,Scarcity
Only 1 left in stock.,0,Scarcity
Hurry! Only 1 left in stock,0,Scarcity
"Size low on stock, only 1 item left",0,Scarcity
Only 8 left!,0,Scarcity
Hurry! Only 2 left at this price!,0,Scarcity
ONLY 52 items left in stock!,0,Scarcity
Over 500 left in stock,0,Scarcity
Hurry only 8 items left!,0,Scarcity
72% offers claimed. Hurry up!,0,Scarcity
Only 1 Left !,0,Scarcity
Only 1 items left in stock!,0,Scarcity
Only 2 Left,0,Scarcity
LIVE REMAINING STOCK,0,Scarcity
HURRY! LESS THAN 129 LEFT.,0,Scarcity
"Hurry, only a few left!",0,Scarcity
Only 1 left in stock,0,Scarcity
Only 9 left in stock,0,Scarcity
Only 1 left.,0,Scarcity
Only 7 in Stock!,0,Scarcity
"Don't miss out, only 2 left in stock",0,Scarcity
Only 5 left in stock,0,Scarcity
Only 3 left in stock,0,Scarcity
Only 4 left in stock,0,Scarcity
Only 1 left in stock,0,Scarcity
only 2 left in stock,0,Scarcity
Limited Quantity Available,0,Scarcity
Hurry! Only 3 Left In Stock.,0,Scarcity
Hurry up! Only 11 items left,0,Scarcity
Only 3 Left!,0,Scarcity
ONLY 1 LEFT,0,Scarcity
Only 3 left,0,Scarcity
Only 2 stock available,0,Scarcity
ONLY 2 LEFT IN STOCK!,0,Scarcity
5 items left,0,Scarcity
Only 1 left in stock!,0,Scarcity
"Hurry, only 2 left in stock!",0,Scarcity
Only 1 left!,0,Scarcity
Hurry! Only a few of these left,0,Scarcity
Hurry Up! Only 1 Piece Left,0,Scarcity
Only 1 left,0,Scarcity
Only 8 left,0,Scarcity
"Hurry, only 1 left!",0,Scarcity
Only 5 left in stock,0,Scarcity
Hurry only 1 left!,0,Scarcity
Only 1 Item(s) left,0,Scarcity
1 left in stock,0,Scarcity
Only 1 left in stock,0,Scarcity
Only 33 left,0,Scarcity
70% offers claimed. Hurry up!,0,Scarcity
ONLY 5 LEFT IN STOCK,0,Scarcity
ONLY 1 LEFT IN THIS SIZE,0,Scarcity
ONLY 5 LEFT,0,Scarcity
Only 3 Left in Stock!,0,Scarcity
(Only 5 Left),0,Scarcity
Only 6 left,0,Scarcity
Only 3 left in stock!,0,Scarcity
Last 1 in stock,0,Scarcity
Only 16531 items left in stock!,0,Scarcity
Only 1 left in stock!,0,Scarcity
Only 1 left in stock!,0,Scarcity
only 5 left,0,Scarcity
ONLY 8 LEFT,0,Scarcity
Only 498 left,0,Scarcity
only 1 in stock,0,Scarcity
WARNING! Only 5 left in stock!,0,Scarcity
Only 7 left,0,Scarcity
Only 2 left,0,Scarcity
Only 3 left in stock.,0,Scarcity
Don't miss out on this item! There is only 1 left in stock.,0,Scarcity
Only 5 item(s) left.,0,Scarcity
Only 1 Item Left!,0,Scarcity
Only 1 item left!,0,Scarcity
Only 5 left,0,Scarcity
Only 1 left,0,Scarcity
3 left in stock,0,Scarcity
ONLY 5 LEFT IN STOCK!,0,Scarcity
"Only 1 left , In Stock",0,Scarcity
ONLY 4 LEFT IN STOCK,0,Scarcity
Limited stock!,0,Scarcity
"HURRY, ONLY 1 LEFT!",0,Scarcity
ONLY 1 LEFT,0,Scarcity
ONLY 1 LEFT,0,Scarcity
ONLY 1 LEFT,0,Scarcity
Only 1 Left,0,Scarcity
Only 1 left!,0,Scarcity
ONLY 4 LEFT IN STOCK,0,Scarcity
ONLY 3 LEFT,0,Scarcity
Only 3 left in stock!,0,Scarcity
"1 left, order now!",0,Scarcity
18 In Stock,0,Scarcity
3 left,0,Scarcity
Only 1 Left!,0,Scarcity
Only 3 left In Stock,0,Scarcity
Only 3 left in stock,0,Scarcity
JUST 1 LEFT!,0,Scarcity
ONLY 1 LEFT,0,Scarcity
LESS THAN 8 LEFT IN STOCK!,0,Scarcity
Only 4 left,0,Scarcity
"Hurry, Only 4 Left In Stock. Buy Now!",0,Scarcity
Availability: Low Stock,0,Scarcity
Availability: Only 1 Left,0,Scarcity
Only 1 left!,0,Scarcity
"Only 2 left, order soon",0,Scarcity
"Only 2 left, order soon",0,Scarcity
"Only 3 left, order soon",0,Scarcity
"Only 3 left, order soon",0,Scarcity
Only 6 left,0,Scarcity
Only 2 items left,0,Scarcity
Only 1 left!,0,Scarcity
Limited stock!,0,Scarcity
Only 3 left in stock,0,Scarcity
Only 1 Left,0,Scarcity
Only 2 items left,0,Scarcity
Only 2 items left,0,Scarcity
Only 7 left!,0,Scarcity
Only 1 left in stock,0,Scarcity
Limited stock!,0,Scarcity
Only 1 Left,0,Scarcity
only 5 left in stock!,0,Scarcity
Warning: Last items in stock!,0,Scarcity
Fewer than 5 left!,0,Scarcity
Fewer than 5 left!,0,Scarcity
Hurry! Only 15 left!,0,Scarcity
"Don't snooze, only 1 left",0,Scarcity
Hurry! Only 2 left!,0,Scarcity
Hurry! Only 7 left,0,Scarcity
Only 1 left in stock,0,Scarcity
Only 2 left.,0,Scarcity
Limited quantity available,0,Scarcity
Limited quantity remaining,0,Scarcity
Last one available,0,Scarcity
Limited quantity remaining,0,Scarcity
Only 1 left,0,Scarcity
Only 1 products left,0,Scarcity
"In stock, only 1 products left",0,Scarcity
Limited quantity! ,0,Scarcity
Only 1 left in stock,0,Scarcity
HURRY! 3 left in stock!,0,Scarcity
ONLY 1 LEFT IN STOCK!,0,Scarcity
(Only 1 left!),0,Scarcity
Only 1 left,0,Scarcity
ONLY 3 LEFT IN STOCK!,0,Scarcity
Only 8 item(s) left,0,Scarcity
Only 8 item(s) left,0,Scarcity
Only 7 left,0,Scarcity
Stock Low : 6 items left.,0,Scarcity
Only 5 Left,0,Scarcity
"In Stock, Only 1 Left!",0,Scarcity
In stock | 44 left,0,Scarcity
Only 9 left!,0,Scarcity
3 left in stock,0,Scarcity
Only 9 units left in stock online.,0,Scarcity
Only 9 left!,0,Scarcity
Hurry! Almost Sold Out...,0,Scarcity
Only 1 left in Stock,0,Scarcity
limited availability at this price!,0,Scarcity
only 7 pieces left,0,Scarcity
Only 4 left in this size!,0,Scarcity
"Hurry, Only a few left!",0,Scarcity
Hurry! Only 1 Pair left!,0,Scarcity
Hurry! Limited Quantity Available.,0,Scarcity
Hurry! Limited Quantity Available.,0,Scarcity
Less than 6 items left,0,Scarcity
Low Stock,0,Scarcity
ONLY 2 LEFT,0,Scarcity
Hurry! Only Limited Items Left,0,Scarcity
Last chance! Only 1 left,0,Scarcity
Last chance! Only 1 left,0,Scarcity
"Only 5 left , In Stock",0,Scarcity
Only 1 in stock,0,Scarcity
LAST 1 LEFT,0,Scarcity
Only 2 left,0,Scarcity
167 piece(s) left for this promo,0,Scarcity
Limited Quantity,0,Scarcity
Only 8 item(s) left.,0,Scarcity
Only 9 left!,0,Scarcity
ONLY 4 LEFT,0,Scarcity
ONLY 1 LEFT IN STOCK,0,Scarcity
Only 9 left,0,Scarcity
Only 3 left,0,Scarcity
Only a few left,0,Scarcity
ONLY 4 LEFT!,0,Scarcity
In Stock (8) Left,0,Scarcity
8 items left,0,Scarcity
"LOW IN STOCK, only 2 left",0,Scarcity
1 left in stock. Hurry!,0,Scarcity
20 units left,0,Scarcity
only 2 left!,0,Scarcity
Only 3 left!,0,Scarcity
ONLY 1 LEFT,0,Scarcity
ONLY 1 REMAINING,0,Scarcity
(5 Left),0,Scarcity
Only 1 left!,0,Scarcity
Only 2 left in stock,0,Scarcity
ONLY 1 LEFT!,0,Scarcity
Hurry only 2 left,0,Scarcity
Only 8 Left!,0,Scarcity
8 items left,0,Scarcity
Only 4 left in stock,0,Scarcity
Availability: Low Stock 4 Remaining,0,Scarcity
Low Stock! Only 3 left.,0,Scarcity
Hurry! Only 6 left in stock,0,Scarcity
Low Stock Alert: Only 8 left in inventory,0,Scarcity
LOW STOCK: Only 1 left.,0,Scarcity
Only A Few Left,0,Scarcity
ONLY A FEW LEFT IN STOCK,0,Scarcity
Only 2 Left In Stock,0,Scarcity
Only 1 left,0,Scarcity
Only 4 left in stock,0,Scarcity
ONLY A FEW LEFT,0,Scarcity
Only 2 left,0,Scarcity
Only 7 left in stock.,0,Scarcity
Only 4 items left in stock.,0,Scarcity
Only 5 Left in Stock. Buy Soon!,0,Scarcity
Only 2 left in stock,0,Scarcity
ONLY 1 LEFT,0,Scarcity
ONLY 3 LEFT,0,Scarcity
ONLY 5 LEFT,0,Scarcity
ONLY 12.5M LEFT IN STOCK!,0,Scarcity
ONLY 2 LEFT,0,Scarcity
Only 2 items left in stock.,0,Scarcity
2 LEFT,0,Scarcity
1 item left,0,Scarcity
Only 3 left.,0,Scarcity
"Only 1 left , In Stock",0,Scarcity
Only 1 Left,0,Scarcity
Only a few more left!,0,Scarcity
Only 1 left!,0,Scarcity
Only 1 items left,0,Scarcity
Only 6 items left,0,Scarcity
Hurry! Only 2 left in stock!,0,Scarcity
Limited quantity available,0,Scarcity
Fewer than 5 left!,0,Scarcity
Fewer than 5 left!,0,Scarcity
2 items left,0,Scarcity
Limited Availability,0,Scarcity
We only have 8.0000 left in Stock,0,Scarcity
Only 1 left in stock! Order soon!,0,Scarcity
Only 3 left in stock,0,Scarcity
Only 1 left in stock,0,Scarcity
Only 4 left,0,Scarcity
ONLY 2 LEFT,0,Scarcity
3 left in stock,0,Scarcity
Only 2 left in stock!,0,Scarcity
Only 7 left in stock!,0,Scarcity
QUICK! ONLY 1 LEFT IN STOCK,0,Scarcity
Only 2 items left,0,Scarcity
Going Fast: Limited Quantities Left!,0,Scarcity
In Stock - Limited Quantity,0,Scarcity
Only 1 left,0,Scarcity
Only 1 left,0,Scarcity
Only 25 Deals left,0,Scarcity
ONLY 1 LEFT,0,Scarcity
1 in stock,0,Scarcity
Currently less than 10 available,0,Scarcity
Only 1 piece left.,0,Scarcity
Hurry! Only 1 left!,0,Scarcity
Hurry! Only 1 left!,0,Scarcity
Almost Sold Out! Only 2 Left.,0,Scarcity
Only 4 left,0,Scarcity
"ONLY 5 LEFT, ORDER SOON!",0,Scarcity
Only 9 Left.,0,Scarcity
Hurry! Only 1 Left In Stock,0,Scarcity
Only 867 left,0,Scarcity
Only 1 left in stock,0,Scarcity
10 Left in stock,0,Scarcity
Hurry! 1 items left!,0,Scarcity
LOW STOCK (ONLY 10 LEFT!),0,Scarcity
ONLY 1 LEFT IN STOCK!,0,Scarcity
10 Left,0,Scarcity
ONLY 1 ITEM LEFT!,0,Scarcity
Only 13 left!,0,Scarcity
only 5 left in stock,0,Scarcity
2 in stock,0,Scarcity
Only 11 Left In Stock,0,Scarcity
Only 11 Left In Stock,0,Scarcity
Only 3 pieces in stock!,0,Scarcity
